,paper_id,title,authors,year,venue,doi,source_database
207,pmid_41874139,Circular and Long Non-Coding RNAs in Cancer Metabolism: Dual Perspective of Biomarkers and Therapeutic Targets.,Carbone Francesca Pia; Hanau Stefania; Bianchi Nicoletta,2026,Non-coding RNA,10.3390/ncrna12020011,PubMed
208,pmid_41851134,Celcomen: spatial causal disentanglement for single-cell and tissue perturbation modeling.,Megas Stathis; Chen Daniel G; Polanski Krzysztof; Asadollahzadeh Hesam; Eliasof Moshe,2026,Nature communications,10.1038/s41467-026-69856-5,PubMed
209,pmid_41847029,"A Multispecies, Modality-Agnostic Scalable In Vivo Mosaic Screening Platform for Therapeutic Target Discovery.",Sontake Vishwaraj; Kartha Vinay; Sahu Neety; Fuentes Daniel R; Chio Linda,2026,bioRxiv : the preprint server for biology,10.64898/2026.02.26.708253,PubMed
210,pmid_41824904,Boundary-layer modeling of viscoelastic sphere deformation in acoustic fields: Toward single-cell mechanical characterization.,Liu Yifan; Zhou Wei; Meng Long,2026,The Journal of the Acoustical Society of America,10.1121/10.0043026,PubMed
211,pmid_41811907,MultiPert: An adversarial alignment and dual attention framework for single-cell multi-omics perturbation prediction.,Zhao Mengyuan; Tang Xinyue; Li Jiawei; Liang Cheng; Tang Jijun,2026,PLoS computational biology,10.1371/journal.pcbi.1014054,PubMed
212,pmid_41806693,"Resveratrol ameliorates sepsis-induced immune dysfunction by targeting GADD45A to maintain hematopoietic stem cell homeostasis: A predictive study integrating ensemble machine learning, single-cell transcriptomics, and molecular dynamics simulation.",Liu Tong; Lyu Chenqu; Wang Xin,2026,International immunopharmacology,10.1016/j.intimp.2026.116470,PubMed
213,pmid_41803457,Gene regulatory networks: from correlative models to causal explanations.,Maizels Rory J; Briscoe James,2026,Nature reviews. Genetics,10.1038/s41576-026-00939-1,PubMed
214,pmid_41984780,Unveiling gene perturbation effects through gene regulatory networks inference from single-cell transcriptomic data.,Corridori Clelia; Romeike Merrit; Nicoletti Giorgio; Buecker Christa; Suweis Samir,2026,PLoS computational biology,10.1371/journal.pcbi.1014067,PubMed
215,pmid_41931589,Modeling Insights into Potential Mechanisms of Opioid-Induced Respiratory Depression within Medullary and Pontine Networks.,Olsen Wendy L; Hayes John A; Shuman Dale; Morris Kendall F; Folimonova Varvara,2026,Journal of neurophysiology,10.1152/jn.00530.2025,PubMed
216,pmid_41931526,Using cell-specific late-phase asthma mRNA biomarkers to repurpose drugs that concurrently reverse disease signatures across multiple immune cell-types.,Zhang Mingming; Kim Young Woong; Yang Chen Xi; Gauvreau Gail M; FitzGerald John Marcus,2026,PLoS computational biology,10.1371/journal.pcbi.1014081,PubMed
217,pmid_41918723,Integrative Mendelian randomization and experimental validation prioritize KLF4 in the gut microbiota-pyroptosis-barrier axis of ulcerative colitis.,Zhu Wenya; Jin Xiaoxu; Guo Xiaofeng; Gao Xin,2026,Frontiers in immunology,10.3389/fimmu.2026.1773990,PubMed
218,pmid_41917934,Compact and informative representation learning for scRNA-seq data clustering with masked information bottleneck.,Yan Xiaoqiang; Han Fengshou; Wu Yunpeng; Tian Zhen,2026,BMC biology,10.1186/s12915-026-02590-y,PubMed
219,pmid_41915021,Local transcriptional covariation produces accurate estimates of cell phenotype.,Ozbay Sinan; Parekh Aditya; Singh Rohit,2026,Bioinformatics,10.1093/bioinformatics/btag135,PubMed
220,pmid_41883030,Computational framework for therapeutic target discovery via perturbation simulation: application to cystic fibrosis airway disease.,Sun George; Zhou Yi-Hui,2026,Bioinformatics,10.1093/bib/bbag129,PubMed
221,pmid_41881335,IGHG1 malignant epithelial Cell-myCAF crosstalk via MIF-CD74/APP-CD74 drives early brain metastasis in NSCLC: Delineated via primary tumor-brain metastasis single-cell and spatial transcriptomics.,Yang Liying; Yang Hao; Zhao Miaoqing; Wen Yinhui; Wu Li,2026,Cancer letters,10.1016/j.canlet.2026.218451,PubMed
222,crossref_10.32614_cran.package.stihc,stIHC: Spatial Transcriptomics Iterative Hierarchical Clustering,Higgins Catherine; Li Jingyi Jessica; Carey Michelle,2026,CRAN: Contributed Packages,10.32614/cran.package.stihc,Crossref
223,crossref_10.21203_rs.3.rs-9376197_v1,"Integrative analysis of scRNA-seq, spatial transcriptomics, and machine learning constructs a prognostic model for Pyrotinib resistance in breast cancer",Gou Qiheng; Xia Xueming; Xie Yuxin,2026,,10.21203/rs.3.rs-9376197/v1,Crossref
224,pmid_41993522,STDrug enables spatially informed personalized drug repurposing from spatial transcriptomics.,Yang Yiwen; Unjitwattana Thatchayut; Zhou Shu; Kadomoto Suguru; Yang Xiaotong,2026,bioRxiv : the preprint server for biology,10.64898/2026.04.03.715101,PubMed
225,pmid_41993521,scMultiPreDICT: A single-cell predictive framework with transcriptomic and epigenetic signatures.,Manful Ewura-Esi; Uzun Yasin,2026,bioRxiv : the preprint server for biology,10.64898/2026.04.08.717080,PubMed
226,pmid_41985508,Single-Cell Virtual Perturbation Screening Identifies STAT3 as a Key Regulator of Dentinogenesis.,Zhu Yanfei; Xu Hongyuan; Zhang Zijian; Sun Siyuan; Huang Zihan,2026,Cell proliferation,10.1111/cpr.70203,PubMed
227,crossref_10.64898_2026.03.13.711582,Cross-Propagative Graph Learning Reveals Spatial Tissue Domains in Multi-Modal Spatial Transcriptomics,Guo Yin; Liu Songyan; Zhang Zixuan; Zhang Shuqin; Li Limin,2026,,10.64898/2026.03.13.711582,Crossref
228,crossref_10.1038_s42256-026-01191-2,Identifying spatial single-cell-level interactions with graph transformer,Cheng Xiangzheng; Jin Suoqin,2026,Nature Machine Intelligence,10.1038/s42256-026-01191-2,Crossref
229,crossref_10.21070_ups.10422,Web-Based Application Design to Differentiate AI-Generated Videos from Original Videos Using Transformer Method,Nugraha Eka; Dijaya Rohman,2026,,10.21070/ups.10422,Crossref
230,crossref_10.64898_2026.03.28.714542,scTGCL: A Transformer-Based Graph Contrastive Learning Approach for Efficiently Clustering Single-Cell RNA-seq Data,Khan Md. Shoaib Abdullah; Faisal Md. Mahir; Kabir Md. Humayun,2026,,10.64898/2026.03.28.714542,Crossref
231,crossref_10.64898_2026.02.11.705246,SLECA: a single-cell atlas of systemic lupus erythematosus enabling rare cell discovery using graph transformer,Duan Maoteng; Shi Yao; Tian Hao; Wu Qiuqin; Wang Xiaoying,2026,,10.64898/2026.02.11.705246,Crossref
232,ss_73b766e4e39ffd15291d1079f53afd3f5115d67b,Multi-Dimensional Spectral Geometry of Biological Knowledge in Single-Cell Transformer Representations,Ihor Kendiukhov,2026,arXiv.org,10.48550/arXiv.2602.22247,SemanticScholar
233,crossref_10.6019_tol.spatial-transcriptomics-neuro-w.2026.00001.1,Integrating single-cell and spatial transcriptomics to map the rules of neurological conditions,Rademaker Koen,2026,,10.6019/tol.spatial-transcriptomics-neuro-w.2026.00001.1,Crossref
234,crossref_10.6019_tol.mapping-biology-space-w.2026.00001.1,Mapping biology in space: a guide to technologies and workflows in spatial transcriptomics,Pak Valeriy,2026,,10.6019/tol.mapping-biology-space-w.2026.00001.1,Crossref
235,crossref_10.64898_2026.04.02.716237,Halo: a pretrained model for whole-cell segmentation from nuclei images in spatial transcriptomics,Zhang Xingyuan; Zhuang Haotian; Ji Zhicheng,2026,,10.64898/2026.04.02.716237,Crossref
236,crossref_10.6019_tol.st-reproductive-development-w.2026.00001.1,Spatial transcriptomics in action: a case study from human reproductive development,Lorenzi Valentina,2026,,10.6019/tol.st-reproductive-development-w.2026.00001.1,Crossref
237,crossref_10.6019_tol.sequencing-based-st-w.2026.00001.1,Mapping tissue remodelling using sequencing-based spatial transcriptomics,Ramirez Flores Ricardo Omar,2026,,10.6019/tol.sequencing-based-st-w.2026.00001.1,Crossref
238,crossref_10.6019_tol.imaging-qc-w.2026.00001.1,"Imaging-based spatial transcriptomics: methods, preprocessing, and quality control",Lazic Daria,2026,,10.6019/tol.imaging-qc-w.2026.00001.1,Crossref
239,pmid_41621162,The Role of CCR1 as a decisive factor for immune response activation versus suppression phenotypes in gastric cancer.,Sun Keran; Ning Jingyuan; Jia Keqi; Fan Xiaoqing; Li Hongru,2026,"Neoplasia (New York, N.Y.)",10.1016/j.neo.2026.101277,PubMed
240,pmid_41620473,Molecular signatures of resilience to Alzheimer's disease in neocortical layer 4 neurons.,Dharshini S Akila Parvathy; Sanz-Ros Jorge; Pan Jie; Tang Weijing; Vallejo Kristen,2026,Nature communications,10.1038/s41467-026-68920-4,PubMed
241,crossref_10.6019_tol.st-data-visualisation-w.2026.00001.1,Interactive visualisation of spatial transcriptomics data,Bortolomeazzi Michele,2026,,10.6019/tol.st-data-visualisation-w.2026.00001.1,Crossref
242,pmid_41655216,Integrating Spatial Proteogenomics in Cancer Research.,Wang Yida; Wu Yang; Zhang Feng; Periasamy Parthiban; You Haiyue,2026,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",10.1002/advs.202520744,PubMed
243,pmid_41654947,RT-ICI therapy induces a distal immunometabolic axis that shapes systemic macrophage polarization and enhances local T cell immunity.,Ge Yizhi; Liu Haitao; Shen Jiayi; Xu Hongming; Feng Yong,2026,Cell communication and signaling : CCS,10.1186/s12964-026-02689-3,PubMed
244,pmid_41654847,"Spatial resolution of the metastatic osteosarcoma tumor microenvironment using immunolabeling across murine, canine and human lung.",J A Beck; Pereira J S; Silver K I; L E McGee; Muhlinen N Von,2026,Journal of translational medicine,10.1186/s12967-025-07367-5,PubMed
245,pmid_41647237,SAGE-FM: A lightweight and interpretable spatial transcriptomics foundation model.,Zhan Xianghao; Xu Jingyu; Zheng Yuanning; Good Zinaida; Gevaert Olivier,2026,ArXiv,,PubMed
246,pmid_41639695,ISG15-driven immune modulation and tumor progression in breast cancer metastasis: insights from single-cell and spatial transcriptomics.,Shao Hua; Tang Hanlu; Lin Huiying; Xu Yongqing,2026,BMC medicine,10.1186/s12916-025-04614-w,PubMed
247,pmid_41638513,Unraveling dengue virus-host interactions through transcriptomics: Insights into disease progression and severity signatures.,Patino Luz H; Vergel Axel; Ramirez Juan David,2026,Microbial pathogenesis,10.1016/j.micpath.2026.108350,PubMed
248,pmid_41637449,Spatial transcriptomics reveals tumor microenvironment-driven subtypes of invasive lobular carcinoma.,Serra Matteo; Rediti Mattia; Collet Laetitia; Lifrange Frederic; Venet David,2026,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.2517567123,PubMed
249,pmid_41634826,Self-supervised pretraining with NuSPIRe unlocks nuclear morphology-driven insights in spatial omics.,Hua Yuwei; Li Shiyu; Zhang Yong,2026,Genome Biology,10.1186/s13059-026-03987-2,PubMed
250,pmid_41676712,HistoSweep enables cellular-resolution tissue quality control for gigapixel images in digital pathology and spatial omics.,Schroeder Amelia; Yu Xiaokang; Li Wei; Yuan Musu; Mao Liran,2026,bioRxiv : the preprint server for biology,10.64898/2026.01.30.702675,PubMed
251,pmid_41673685,Identification of UBE2T as a novel diagnostic biomarker of psoriasis and proliferating UBE2T+ Keratinocyte in psoriasis.,Chen Juntao; Peng Li; Yang Tengfei; Chen Shuiqin; Tang Ying,2026,Journal of translational medicine,10.1186/s12967-026-07840-9,PubMed
252,pmid_41671348,Signal-based spatial domain identification of spatially resolved transcriptomics with multigraph fusion.,Ma Yaxiong; Wang Yu; Ma Xiaoke,2026,Bioinformatics,10.1093/bib/bbag052,PubMed
253,pmid_41668742,"Integrated multi-omics, spatial profiling and organoid modeling drive transformative advances in chronic liver disease and hepatocellular carcinoma immunomicroenvironment research.",Liu Qi; Wang Chenyu; Ye Cheng; Zhang Huawei; Li Teng,2026,Frontiers in immunology,10.3389/fimmu.2026.1743439,PubMed
254,pmid_41668073,A novel integrative machine learning-based prognostic model reveals lactylation regulation in hepatocellular carcinoma progression.,Song Yihang; Song Dongdong; Li Xianbin; Li Danyang; Liu Liwen,2026,Cancer cell international,10.1186/s12935-026-04203-8,PubMed
255,pmid_41667720,Attention-guided enhanced deconvolution enables reference-free cell type estimation in spatial transcriptomics.,Yang Xiao; Wang Yujiao; Chen Xiaozhou,2026,Scientific reports,10.1038/s41598-026-39703-0,PubMed
256,pmid_41665828,Combining Spatial Transcriptomics and Machine Learning Unravels Fibroblast-Related Biomarkers in Ulcerative Colitis.,Kang Kuo; Li Xuanxuan; Wang Shalong; Huang Changhao; Wu Zhiwei,2026,Inflammation,10.1007/s10753-025-02387-1,PubMed
257,pmid_41715163,Upregulation of SLC38A2 by melatonin attenuates hippocampal ferroptosis in Alzheimer's disease.,Lv Lifang; Jia Yuhan; Zhang Chi; Gao Qiang; Han Huiming,2026,Alzheimer's research & therapy,10.1186/s13195-026-01990-0,PubMed
258,pmid_41715136,"Single-cell transcriptomic analysis and machine learning identify ATAD3A as a key gene that stabilizes mitochondrial-endoplasmic reticulum membranes, promoting bladder cancer progression.",Zhang Henghui; Han Sisi; Su Zhengming; Zheng Zaosong; Ru Dejun,2026,Journal of translational medicine,10.1186/s12967-026-07857-0,PubMed
259,pmid_41705236,Single-cell RNA sequencing and spatial transcriptomic analysis reveal a distinct population of G6PD cells with aberrant bile acid metabolism in hepatocellular carcinoma.,Jiang Xing; Quan Haiyan; Yin Ting; Yao Hailun; Li Yajun,2026,Frontiers in immunology,10.3389/fimmu.2026.1739293,PubMed
260,pmid_41695464,Systemic CSF1R Targeting Depletes Pathogenic MPS Bubs and Ameliorates Psoriasis via PPARα-mediated Resolution.,Lin Zhen-Jia; Li Ying; Yu Yangyinhui; Fang Mei-Jia; Xiong Ying,2026,Theranostics,10.7150/thno.128248,PubMed
261,pmid_41691161,DeepSGE: predicting spatial gene expression using residual network with efficient channel attention and dynamic graph attention network.,Yuan Lin; Jiang Yufeng; Wang Qingxiang; Hu Chunyu; Li Guanghua,2026,BMC genomics,10.1186/s12864-026-12568-3,PubMed
262,pmid_41686651,3D reconstruction of spatial transcriptomics with spatial pattern enhanced graph convolutional neural network.,Tang Chen; Zhou Yuansheng; Xiao Xue; Dong Lei; Yu Lei,2026,Bioinformatics,10.1093/bib/bbag060,PubMed
263,pmid_41677098,SpatialESD: Spatial Ensemble Domain Detection in Spatial Transcriptomics.,Cao Hongyan; Liu Gaiqin; Xia Jingyi; Chen Runle; Wang Tong,2026,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",10.1002/advs.202520912,PubMed
264,pmid_41676784,Recent Advances in Single-Cell Analysis of Atherosclerotic Plaque Biology.,Adachi Yusuke; Grogan Alyssa; Kawakami Rika; Shiraki Tatsuya; Sekimoto Teruo,2026,JMA journal,10.31662/jmaj.2025-0397,PubMed
265,pmid_41736145,Fitness Training for γδ T cells in mouse and human atherosclerosis takes place in plaques and artery tertiary lymphoid organs.,Wang Zhihua; Sun Ting; Zhang Yixin; Li Yutao; Zhang Chuankai,2026,Genome medicine,10.1186/s13073-026-01613-1,PubMed
266,pmid_41735778,CD14 Plays a Critical Role in Pain and Inflammation Across Multiple Models of Post-traumatic Osteoarthritis.,Burt Kevin G; South Sanique M; Adamczyk Natalie S; Nguyen Vu; Ishihara Shingo,2026,"Arthritis & rheumatology (Hoboken, N.J.)",10.1002/art.70100,PubMed
267,pmid_41735662,Single-nucleus transcriptomics of an engineered pig model reveals microglia-T cell interactions driving Huntington's disease neurodegeneration.,Li Jiawei; Lin Yingqi; Gao Jiale; Yang Fan; Li Caijuan,2026,Nature biomedical engineering,10.1038/s41551-026-01621-x,PubMed
268,pmid_41735337,A spatial transcriptomics comparison of the adult versus metamorphosed axolotl brain.,Wang Shuai; Fu Sulei; Liu Xiawei; Zeng Yan-Yun; Zhang Lianrui,2026,Scientific data,10.1038/s41597-026-06917-w,PubMed
269,pmid_41730863,Single-cell and spatial transcriptomics define 20E-driven developmental reprogramming in silkworm wing disc.,Liu Qingsong; He Mingmin; Chen Hao; Zhang Yongfen; Li Wanshun,2026,Nature communications,10.1038/s41467-026-69518-6,PubMed
270,pmid_41723761,Multi-omics analysis reveals that CAPG positive macrophages are key immunosuppressive drivers and prognostic determinants in the ferroptosis landscape of hepatocellular carcinoma.,Yin Xisheng; Li Yantong; Zheng Shi; Pan Chunhui; Tian Zihan,2026,Discover oncology,10.1007/s12672-026-04649-2,PubMed
271,pmid_41722836,MIF-CD74 axis facilitates MDSC infiltration in the tumor microenvironment of pancreatic ductal adenocarcinoma.,Fukuda Hironori; Arai Kosuke; Hashimoto Eri; Sekine Keisuke; Arai Yasuhito,2026,Cancer letters,10.1016/j.canlet.2026.218348,PubMed
272,pmid_41716413,UNC93B1 promotes pancreatic cancer progression through modulation of cGAS-STING signaling.,Yang Hao; Li Yukun; Su Jing; Zhang Haiyan; Zhu Wenxin,2026,Frontiers in immunology,10.3389/fimmu.2026.1718849,PubMed
273,pmid_41534143,GCLSC: Single-cell clustering model based on graph contrastive learning.,An Hui; Zhang Teng; Tan Jianjun,2026,Computational biology and chemistry,10.1016/j.compbiolchem.2026.108896,PubMed
274,pmid_41417633,MR-DELTAnet: A Longitudinal MRI-Transformer Model Predicting Pathological Complete Response and Revealing Immune Microenvironment via scRNA-seq in Locally Advanced Rectal Cancer.,Cao Wuteng; Chen Huaxian; Li Jiao; Zheng Yihui; Xie Liqing,2026,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",10.1002/advs.202517721,PubMed
275,pmid_41354118,CausalGenDiff: Generative causal diffusion bridges scRNA-seq and spatial transcriptomics.,Sadia Rabeya Tus; Ahamed Md Atik; Cheng Qiang,2026,Journal of biomedical informatics,10.1016/j.jbi.2025.104966,PubMed
276,pmid_41967428,SCTGE infers transformer-based graph embeddings to improve cell-cell interaction identification and cell identity annotations.,Si Yichong; Li Chenxi; Shi Mingguang,2026,Computational biology and chemistry,10.1016/j.compbiolchem.2026.109064,PubMed
277,pmid_41883144,GRNFormer: accurate gene regulatory network inference using graph transformer.,Hegde Akshata; Cheng Jianlin,2026,Bioinformatics,10.1093/bioinformatics/btag144,PubMed
278,pmid_41757283,Parameter-free representations outperform single-cell foundation models on downstream benchmarks.,Souza Huan; Mehta Pankaj,2026,ArXiv,,PubMed
279,pmid_41666195,SpaLSTF: Diffusion-based generative model with BiLSTM and XCA-Transformer for spatial transcriptomics imputation.,Yuan Lin; Jiang Yufeng; Meng Boyuan; Wang Qingxiang; Wang Cuihong,2026,PLoS computational biology,10.1371/journal.pcbi.1013954,PubMed
280,pmid_41652996,CeLLTra: aligning cell names with gene expression via a pathway-informed transformer.,Li Zhao; Zheng Zaiyi; Li Rongbin; Chen Wenbo; Yang Yuntao,2026,Bioinformatics,10.1093/bioinformatics/btaf655,PubMed
281,pmid_41554477,scPlantAnnotate: an accurate and robust transformer-based model for plant cell type annotation.,Lu Chunyang; Immadi Manish Sridhar; Chan Yen On; Dhakal Sameep; Xu Dong,2026,Journal of advanced research,10.1016/j.jare.2026.01.035,PubMed
282,crossref_10.64898_2026.01.29.702554,CytoVerse: Single-Cell AI Foundation Models in the Browser,Currie Robert; Gonzalez-Ferrer Jesus; Mostajo-Radji Mohammed A.; Haussler David,2026,,10.64898/2026.01.29.702554,Crossref
283,crossref_10.1016_b978-0-443-33362-0.00002-3,Efficient transformer architectures,Kumar Rohit,2026,Fundamentals of Cost-Efficient AI,10.1016/b978-0-443-33362-0.00002-3,Crossref
284,pmid_40608883,scVDM: A Diffusion Model Integrated With Conditional VAE for Generative Single-Cell Tasks.,Peng Dandan; Xie Linhai; Yang Hong; Zhang Yanchun,2026,IEEE journal of biomedical and health informatics,10.1109/JBHI.2025.3585960,PubMed
285,pmid_41764524,Structural dynamics of microtubules in glioma: impact on macrophage M2 polarization and tumor cell heterogeneity.,Liu Xinyu; Sun Xin; Yao Ningning; Hua Shi; Lu Yucheng,2026,Journal of translational medicine,10.1186/s12967-026-07952-2,PubMed
286,pmid_41763175,Multiomics and experimental validation reveal theophylline's mechanism targeting IL1A/ACTB/TLR4 and identify synergistic drugs in hepatocellular carcinoma.,Gao Yuxiang; Chen Wei; Zarogoulidis Paul; Yallapu Murali M; Nikolic Milos V,2026,The Journal of pharmacology and experimental therapeutics,10.1016/j.jpet.2026.103836,PubMed
287,pmid_41761234,Mechanism of cancer-associated fibroblast-driven thyroid cancer dedifferentiation via the ZFP57-PKM2 axis-mediated lactate secretion and therapeutic intervention with resveratrol​.,Ji Xiaoyu; Lv Chengzhou; Wu Xian; Wu Hongpeng; Chang Yuang,2026,Journal of experimental & clinical cancer research : CR,10.1186/s13046-026-03675-w,PubMed
288,pmid_41760664,Reconstructing single-cell resolution from spatial transcriptomics with CellRefiner.,Bourgain-Chang Eric; Kuang Xiangyu; Cang Zixuan; Nie Qing,2026,Nature communications,10.1038/s41467-026-70090-2,PubMed
289,pmid_41758504,Normal abundance of immune cells in left ventricular myocardium from patients with heart failure and preserved ejection fraction.,Ye Bo; Xu Yuyong; Hirashima Fuyuki; LeWinter Martin M; van Berlo Jop H,2026,European journal of heart failure,10.1093/ejhf/xuag041,PubMed
290,pmid_41751988,"NAFLD and Hypothyroidism: Deciphering Pivotal Genetic Variants, Cellular Expression Landscapes, and Spatial Architectures.",Zhao Ruiqi; Han Mengyao; Lv Minling; Lin Sen; Wang Ximing,2026,International journal of molecular sciences,10.3390/ijms27041850,PubMed
291,pmid_41748637,Single-cell transcriptomics reveals hair growth retardation mediated by aberrant connective tissue sheath contraction in male androgenetic alopecia.,Li Guo; Yang Li; Duan Shixin; Chen Mengting; Zhang Yujin,2026,Nature communications,10.1038/s41467-026-70153-4,PubMed
292,pmid_41747370,Emerging trends and converging evidence in tumor evolution: A comprehensive review.,Jin Chenqi; Li Weiqi; Liu Boqiang; Cao Lu-Qi; Stefan Sven Marcel,2026,Drug resistance updates : reviews and commentaries in antimicrobial and anticancer chemotherapy,10.1016/j.drup.2026.101380,PubMed
293,pmid_41794826,Selective weakening of population-coupled synaptic activity in vivo in a mouse model of amyloid-beta pathology.,Melgosa-Ecenarro Leire; Radulescu Carola I; Doostdar Nazanin; Airey Joe; Chaloner Francesca A,2026,Nature communications,10.1038/s41467-026-69866-3,PubMed
294,pmid_41793512,Spatially defined danger zone shapes gastric cancer progression through CCDC80 fibroblast-induced CD8 T cell dysfunction.,Mo Shaocong; Wang Yulin; Xiong Rong; Ma Liqiu; Xu Midie,2026,Apoptosis : an international journal on programmed cell death,10.1007/s10495-026-02287-1,PubMed
295,pmid_41787252,Multi-Omics Data Reveal Estrogen-Driven Dysregulation and Stromal-Epithelial Signaling Alterations in Endometrial Polyps.,Chen Tingwei; Zhang Bo; Zhou Zhengli; Yang Naixue; Liu Ting,2026,FASEB journal : official publication of the Federation of American Societies for Experimental Biology,10.1096/fj.202504234R,PubMed
296,pmid_41785324,Dissecting spatial patterning and signaling with directional diffusion in spatial multi-omics.,Wang Haiyun; Yuan Zhiyuan; Su Yansen; Zheng Chunhou; Sun Xiaoqiang,2026,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.2517283123,PubMed
297,pmid_41781544,"SDF2L1 modulates oxLDL-induced endoplasmic reticulum stress, protein aggregation, and O-mannosylation in myocardial infarction and lung cancer.",Tian Huaping; Zhao Tujing; Huang Xiaoyi; Li Hongjing; Ye Lin,2026,Cellular and molecular life sciences : CMLS,10.1007/s00018-026-06124-1,PubMed
298,pmid_41781391,"A hormetic transcriptional program coregulates invasion, proliferation and dormancy to define metastatic potential.",Jimenez-Castano Raul; Narwade Nitin; Moreno-Bueno Gema; Sanchez-Laorden Berta; Galceran Joan,2026,Nature communications,10.1038/s41467-026-70242-4,PubMed
299,pmid_41780914,Gut Microbiota-Induced CTLA4 Expression on CD8 T Cells Impairs Antitumor Immunity and Promotes Colorectal Cancer Progression.,Cheng Meidie; Zhi Shuangcheng; Zheng Mengmeng; Zhang Sijin; Hong Jun,2026,Immunology,10.1111/imm.70128,PubMed
300,pmid_41777127,The dorsal root ganglion T-junction: a critical node in somatosensory processing and pain pathogenesis.,Zhang Zhi-He; Fu Yun-Jie; Wang Yun,2026,Sheng li xue bao : [Acta physiologica Sinica],,PubMed
301,pmid_41820369,Artificial intelligence assisted multi-model pathological diagnosis of breast cancer based on multispectral autofluorescence images.,Sun Jiahong; Ye Jianqiao; Chen Siyi; Yang Zitong; Xu Ge,2026,NPJ breast cancer,10.1038/s41523-026-00915-2,PubMed
302,pmid_41820356,The landscape of B and plasma cells in breast cancer: insights from single-cell and spatial transcriptomics.,Cai Xing; Yang Jinru; Wang Wenzheng; Zhan Xiaolu; Chen Xiaohan,2026,NPJ breast cancer,10.1038/s41523-026-00917-0,PubMed
303,pmid_41814682,AJUBA: The Master Regulator Bridging EMT and Immune Evasion in Colorectal Cancer.,Shen Wenhui; Cui Minghui; Liao Xiaoqian; Xiong Yuhan; Zou Biji,2026,Mediators of inflammation,10.1155/mi/7828477,PubMed
304,pmid_41810957,Comprehensive immune profiling reveals IFN-γ signaling in T cells mediates parasite phagocytosis in a rodent malaria model.,Chen Sha-Sha; Yang Qingxin; Zhong Yu; Liu Defu; Zhou Lifang,2026,mBio,10.1128/mbio.03938-25,PubMed
305,pmid_41810324,Spatial Transcriptomics Meets Histochemistry: Insights from Glioblastoma as a Model System.,Tomioka Syuri; Kitazawa Riko; Haraguchi Ryuma; Takaoka Yuki; Inoue Akihiro,2026,Acta histochemica et cytochemica,10.1267/ahc.25-00065,PubMed
306,pmid_41808453,BrainConnect: processing brain connectivity and spatial transcriptomics data for integrative analysis.,Sang Chenglong; Peng Cheng,2026,Bioinformatics,10.1093/bioinformatics/btag120,PubMed
307,pmid_41796221,Immunotolerant Oligomer scaffolds promote regenerative remodeling and improved muscle structure and function after volumetric muscle loss.,Morrison Rachel A; Sexton Joshua; Zhang Lujuan; Dong Eric; Phillips Makayla,2026,Scientific reports,10.1038/s41598-026-42993-z,PubMed
308,pmid_41866589,Mathematical dissection of tumor phenotypic heterogeneity in a spatial data-informed nonlocal reaction-diffusion model.,Li Fang; Li Hui; Lin Ling; Sun Xiaoqiang,2026,Journal of mathematical biology,10.1007/s00285-026-02380-8,PubMed
309,pmid_41866561,MEG3 in glioma stem cells promotes glioblastoma angiogenesis through FUBP3-mediated VGF expression.,Li Yuan; Li Yujie; Tang Jiaxin; Kong Xue; Sun Sibai,2026,Clinical and experimental medicine,10.1007/s10238-026-02097-4,PubMed
310,pmid_41862467,Ultra-precision deconvolution of spatial transcriptomics decodes immune heterogeneity and fate-defining programs in tissues.,Xu Yin; Huang Zurui; Zhang Yawei; Gong Minghui; Wang Zhenghang,2026,Nature communications,10.1038/s41467-026-70645-3,PubMed
311,pmid_41860960,Spatially structured inflammatory response in the presence of a uniform stimulus.,Jerison Elizabeth R; Romeo Nicolas; Quake Stephen R,2026,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.2507102123,PubMed
312,pmid_41839892,FineST: contrastive learning integrates histology and spatial transcriptomics for nuclei-resolved ligand-receptor analysis.,Li Lingyu; Wang Tianjie; Liang Zhuo; Yu Huajian; Ma Stephanie,2026,Nature communications,10.1038/s41467-026-70528-7,PubMed
313,pmid_41833005,A Soft Matrix Microenvironment Promotes Laterally Spreading Tumors via Oxidative Phosphorylation-Dependent Cell Adhesion.,Zhong Jiamin; Lu Jingyi; Li Haopeng; Zhong Jun; Luo Xiaobei,2026,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",10.1002/advs.202523872,PubMed
314,pmid_41831036,Mast cell-derived MIF Polarizes Th17 cells to drive lung adenocarcinoma progression.,Peng Qianqian; Ye Xiong; Xu Xingyi; Song Jinghan; Yang Zhengfeng,2026,"Cancer immunology, immunotherapy : CII",10.1007/s00262-026-04358-3,PubMed
315,pmid_41829741,Endogenous Multilayer Control of Cambial Stem Cells and Its Consequences for Wood Formation.,Bao Yun-Jing; Fan Fang-Jing; Liu Ying-Gao; Zhu Fu-Yuan,2026,"Plants (Basel, Switzerland)",10.3390/plants15050710,PubMed
