paper_id,title,authors,year,venue,doi,preprint_id,url,source_database,abstract,model_family,downstream_application,omics_modality
crossref_10.6019_tol.mapping-biology-space-w.2026.00001.1,Mapping biology in space: a guide to technologies and workflows in spatial transcriptomics,Pak Valeriy,2026,,10.6019/tol.mapping-biology-space-w.2026.00001.1,,https://doi.org/10.6019/tol.mapping-biology-space-w.2026.00001.1,Crossref,"<jats:p>Spatial transcriptomics (ST) is transforming modern biomedical research by enabling spatially resolved analysis of gene expression and multicellular organization in health and disease. Rapid technological advances have led to the development of numerous ST techniques, featuring high spatial resolution and transcriptome coverage. This webinar offers a high-level introduction to the field, covering recent experimental and computational advances, comparing major imaging- and sequencing-based platforms, and discussing practical considerations for applying ST to biological research. The webinar will also briefly highlight how ST is being integrated into large-scale cell atlas efforts such as the Single Cell Expression Atlas.</jats:p>",spatial_omics,spatial_reconstruction,"scRNA-seq, Spatial"
crossref_10.1101_2024.09.22.614385,STANCE: a unified statistical model to detect cell-type-specific spatially variable genes in spatial transcriptomics,Su Haohao; Wu Yuesong; Chen Bin; Cui Yuehua,2024,,10.1101/2024.09.22.614385,,https://doi.org/10.1101/2024.09.22.614385,Crossref,"<jats:title>Abstract</jats:title>
                <jats:p>
                  A significant challenge in analyzing spatial transcriptomics data is the effective and efficient detection of spatially variable genes (SVGs), whose expression exhibits non-random spatial patterns in tissues. Many SVGs show spatial variation in expression that is highly correlated with cell type categories or compositions, leading to the concept of cell type-specific spatially variable genes (ctSVGs). Existing statistical methods for detecting ctSVGs treat cell type-specific spatial effects as fixed effects when modeling, resulting in a critical issue: the testing results are not invariant to the rotation of spatial coordinates. Additionally, an SVG may display random spatial patterns within a cell type, and a ctSVG may exhibit random spatial patterns from a general perspective, indicating that an SVG does not necessarily have to be a ctSVG, and vice versa. This poses challenges in real analysis when detecting SVGs or ctSVGs. To address these problems, we propose STANCE, a unified statistical model developed to detect both SVG and ctSVGs in spatial transcriptomics. By integrating gene expression, spatial location, and cell type composition through a linear mixed-effect model, STANCE enables the identification of both SVGs and ctSVGs in an initial stage, followed by a second stage test dedicated to ctSVG detection. Its design ensures robustness in complex scenarios and the results are spatial rotation invariant. We demonstrated the performance of STANCE through comprehensive simulations and analyses of three public datasets. The downstream analyses based on ctSVGs detected by STANCE suggest promising future applications of the model in spatial transcriptomics and various areas of genome biology. A software implementation of STANCE is available at
                  <jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""https://github.com/Cui-STT-Lab/STANCE"">https://github.com/Cui-STT-Lab/STANCE</jats:ext-link>
                  .
                </jats:p>",spatial_omics,"cell_type_annotation, spatial_reconstruction","scRNA-seq, Spatial"
crossref_10.26226_m.641999e0b9b42e0013e59226,ISID0319 - Spatial transcriptomics and single-cell transcriptomics elucidates the intricate inflammatory cellular network in atopic dermatitis,Mitamura Yasutaka,2023,,10.26226/m.641999e0b9b42e0013e59226,,https://doi.org/10.26226/m.641999e0b9b42e0013e59226,Crossref,,spatial_omics,spatial_reconstruction,unspecified
crossref_10.64898_2026.04.02.716237,Halo: a pretrained model for whole-cell segmentation from nuclei images in spatial transcriptomics,Zhang Xingyuan; Zhuang Haotian; Ji Zhicheng,2026,,10.64898/2026.04.02.716237,,https://doi.org/10.64898/2026.04.02.716237,Crossref,"<jats:title>ABSTRACT</jats:title>
                <jats:p>Spatial transcriptomics enables measurement of gene expression while preserving spatial organization within tissues. Accurate reconstruction of single-cell transcriptomes requires precise whole-cell segmentation, yet many spatial transcriptomics experiments provide only nuclear staining images, making reliable inference of cell boundaries difficult. Here we introduce Halo, a pretrained segmentation model that reconstructs whole-cell boundaries by integrating nuclear morphology with the spatial distribution of RNA transcripts. Halo converts transcript coordinates into molecular density maps that are processed jointly with DAPI images using a Cellpose-SAM segmentation architecture. Unlike existing approaches that require dataset-specific training, Halo is pretrained on multimodal Xenium data from 12 tissue types and can be directly applied to new datasets without additional training. Across diverse tissues, Halo substantially outperforms the widely used nuclear expansion strategy, achieving higher agreement with ground-truth cell boundaries and more accurate RNA-to-cell assignment. Improved segmentation leads to more reliable cell type identification and more accurate estimation of cell morphological features. By providing a pretrained, generalizable model for whole-cell reconstruction, Halo enables scalable and reproducible cell segmentation for image-based spatial transcriptomics.</jats:p>",multimodal_fusion,"cell_type_annotation, spatial_reconstruction, multimodal_integration","scRNA-seq, Spatial"
crossref_10.1016_b978-0-443-19110-7.00003-3,Spatial transcriptomics,Belalov Ilya; Wang Ye; Buzdin Anton; Li Xinmin,2025,Handbook of Translational Transcriptomics,10.1016/b978-0-443-19110-7.00003-3,,https://doi.org/10.1016/b978-0-443-19110-7.00003-3,Crossref,,spatial_omics,spatial_reconstruction,unspecified
crossref_10.7490_f1000research.1118091.1,Museum of spatial transcriptomics,Moses Lambda; Pachter Lior,2020,,10.7490/f1000research.1118091.1,,https://doi.org/10.7490/f1000research.1118091.1,Crossref,,spatial_omics,spatial_reconstruction,unspecified
crossref_10.1101_2025.09.06.674654,TESSA: A unified model to detect trajectory-preserved and spatially-variable genes in spatial transcriptomics,Wu Yuesong; Su Haohao; Steele Nina; Xie Yuying; Cui Yuehua,2025,,10.1101/2025.09.06.674654,,https://doi.org/10.1101/2025.09.06.674654,Crossref,"<jats:title>Abstract</jats:title>
                <jats:p>Identifying spatially variable genes (SVGs) has been an essential task in spatial transcriptomics. In addition to SVGs detection, there are genes exhibiting expression patterns that are associated with cellular developmental stages or lineage fates across a tissue section. Identifying such genes could provide novel insights into tumor metastasis. Here, we introduce a unified statistical model, termed TrajEctory-preServed and SpAtially-variable gene detection (TESSA), to detect both types of genes. Moreover, we propose a novel strategy to address the inherent double-dipping issue commonly encountered when assessing temporal gene effects in transcriptomics analysis. We demonstrate the testing performance through extensive simulation studies and real applications to several publicly available datasets. Downstream analyses further highlight the potential of our method in identifying genes associated with tumor progression and enhancing spatial domain detection.</jats:p>",spatial_omics,"spatial_reconstruction, trajectory_inference","scRNA-seq, Spatial"
crossref_10.7490_f1000research.1119042.1,Non-negative spatial matrix factorization for multi-sample spatial transcriptomics data,Wang Yi; Hansen Kasper,2022,,10.7490/f1000research.1119042.1,,https://doi.org/10.7490/f1000research.1119042.1,Crossref,"<ns3:p>
                  <ns3:bold>Spatial transcriptomics provides gene expression data in the context of spatial position. Non-negative spatial factorization has been developed to identify spatial-dependent latent factors using spatial data that are associated with functional anatomical regions. </ns3:bold>
                </ns3:p>
                <ns3:p/>
                <ns3:p>
                  <ns3:bold>Recently, there is an increasing number of spatial datasets that contain multiple replicates from different animals or tissue sections. Properly modeled, these replicates could have the potential for increasing confidence in downstream analysis. However, the existing method negative spatial factorization does not easily allow incorporating replicates.</ns3:bold>
                </ns3:p>
                <ns3:p/>
                <ns3:p>
                  <ns3:bold>Here, we extend a method of Townes and Engelhardt toallow multi-sample non-negative spatial factorization analysis. Our method does not require the alignment of spots or cells between samples, which currently is a challenging problem. Using real data, our method has been shown to identify matched functional regions in multi-sample spatial transcriptomics data. </ns3:bold>
                </ns3:p>",spatial_omics,spatial_reconstruction,"scRNA-seq, Spatial"
crossref_10.1016_bs.acr.2024.08.001,Deep learning-based multimodal spatial transcriptomics analysis for cancer,,2024,Advances in Cancer Research,10.1016/bs.acr.2024.08.001,,https://doi.org/10.1016/bs.acr.2024.08.001,Crossref,,multimodal_fusion,"spatial_reconstruction, multimodal_integration",unspecified
crossref_10.1016_bs.acr.2024.06.009,Crosstalk between tumor and microenvironment: Insights from spatial transcriptomics,,2024,Advances in Cancer Research,10.1016/bs.acr.2024.06.009,,https://doi.org/10.1016/bs.acr.2024.06.009,Crossref,,spatial_omics,spatial_reconstruction,unspecified
crossref_10.26226_m.6321b4f6f30377bc3baf6021,E2BRN006 - Spatial transcriptomics on human epidermal equivalents,Laberthonniere Camille,2022,,10.26226/m.6321b4f6f30377bc3baf6021,,https://doi.org/10.26226/m.6321b4f6f30377bc3baf6021,Crossref,,spatial_omics,spatial_reconstruction,unspecified
crossref_10.12688_f1000research.122775.1,Spatial transcriptomics dimensionality reduction using wavelet bases,Xu Zhuoyan; Sankaran Kris,2022,F1000Research,10.12688/f1000research.122775.1,,https://doi.org/10.12688/f1000research.122775.1,Crossref,"<ns3:p>Background: Spatially resolved transcriptomics (ST) measures gene expression along with the spatial coordinates of the measurements. The analysis of ST data involves significant computation complexity. In this work, we propose a gene expression dimensionality reduction algorithm that retains spatial structure.</ns3:p>
                  <ns3:p>Methods: We combine the wavelet transformation with matrix factorization to select spatially-varying genes. We extract a low-dimensional representation of these genes. We adopt an Empirical Bayes perspective, imposing regularization through the prior distribution of factor genes. Additionally, we visualize the extracted representations, providing an overview of global spatial patterns. We illustrate the performance of our methods through spatial structure recovery and gene expression reconstruction using a simulation and real data analysis.</ns3:p>
                  <ns3:p>Results: In real data experiments, our method identifies spatial structure of gene factors and outperforms regular decomposition regarding reconstruction error. We find a connection between the fluctuation of gene patterns and wavelet estimates, and this allows us to provide smoother visualizations. We develop the package and share the workflow generating reproducible quantitative results and gene visualization. The package is available at https://github.com/OliverXUZY/waveST.</ns3:p>
                  <ns3:p>Conclusions: We have proposed a pipeline for dimensionality reduction that respects spatial structure. Both simulations and real data experiments demonstrate that wavelet and shrinkage techniques show positive results in spatially resolved transcriptomics data. We highlight the idea of combining image processing techniques and statistical methods for application in a spatial genomics context</ns3:p>",spatial_omics,spatial_reconstruction,"scRNA-seq, Spatial"
crossref_10.64898_2026.03.13.711582,Cross-Propagative Graph Learning Reveals Spatial Tissue Domains in Multi-Modal Spatial Transcriptomics,Guo Yin; Liu Songyan; Zhang Zixuan; Zhang Shuqin; Li Limin,2026,,10.64898/2026.03.13.711582,,https://doi.org/10.64898/2026.03.13.711582,Crossref,"<jats:title>Abstract</jats:title>
                <jats:p>Spatial transcriptomics enables in situ characterization of tissue organization by jointly profiling gene expression profiles and spatial coordinates, with histological images as complementary contextual information. However, effectively integrating these heterogeneous modalities remains challenging due to differences in statistical properties and structural patterns. We propose st-Xprop, a cross-propagative graph network with dual-graph embedding coupling for spatial domain identification. st-Xprop constructs modality-specific graphs for gene expression and histological features, and performs alternating cross-modal propagation to explicitly model inter-modal heterogeneity while enabling complementary information exchange. Through dual-graph embedding coupling, the framework progressively learns a unified low-dimensional representation that integrates multimodal signals and preserves spatial coherence. Evaluations on multiple real spatial transcriptomics datasets demonstrate that st-Xprop consistently improves clustering accuracy and robustness, particularly in weak-signal or structurally complex regions, yielding spatial domains that are more stable and biologically meaningful.</jats:p>",multimodal_fusion,"spatial_reconstruction, multimodal_integration","scRNA-seq, Spatial"
crossref_10.3389_fnins.2022.1086168,Detection of differentially expressed genes in spatial transcriptomics data by spatial analysis of spatial transcriptomics: A novel method based on spatial statistics,Qiu Zhihua; Li Shaojun; Luo Ming; Zhu Shuanggen; Wang Zhijian,2022,Frontiers in Neuroscience,10.3389/fnins.2022.1086168,,https://doi.org/10.3389/fnins.2022.1086168,Crossref,"<jats:sec><jats:title>Background</jats:title><jats:p>Spatial transcriptomics (STs) simultaneously obtains the location and amount of gene expression within a tissue section. However, current methods like FindMarkers calculated the differentially expressed genes (DEGs) based on the classical statistics, which should abolish the spatial information.</jats:p></jats:sec><jats:sec><jats:title>Materials and methods</jats:title><jats:p>A new method named spatial analysis of spatial transcriptomics (saSpatial) was developed for both the location and the amount of gene expression. Then saSpatial was applied to detect DEGs in both inter- and intra-cross sections. DEGs detected by saSpatial were compared with those detected by FindMarkers.</jats:p></jats:sec><jats:sec><jats:title>Results</jats:title><jats:p>Spatial analysis of spatial transcriptomics was founded on the basis of spatial statistics. It was able to detect DEGs in different regions in the normal brain section. As for the brain with ischemic stroke, saSpatial revealed the DEGs for the ischemic core and penumbra. In addition, saSpatial characterized the genetic heterogeneity in the normal and ischemic cortex. Compared to FindMarkers, a larger number of valuable DEGs were found by saSpatial.</jats:p></jats:sec><jats:sec><jats:title>Conclusion</jats:title><jats:p>Spatial analysis of spatial transcriptomics was able to effectively detect DEGs in STs data. It was a simple and valuable tool that could help potential researchers to find more valuable genes in the future research.</jats:p></jats:sec>",spatial_omics,spatial_reconstruction,"scRNA-seq, Spatial"
crossref_10.1101_2021.06.23.449615,A Bayesian Multivariate Mixture Model for Spatial Transcriptomics Data,Allen Carter; Chang Yuzhou; Neelon Brian; Chang Won; Kim Hang J.,2021,,10.1101/2021.06.23.449615,,https://doi.org/10.1101/2021.06.23.449615,Crossref,"<jats:title>Abstract</jats:title>
                <jats:p>High throughput spatial transcriptomics (HST) is a rapidly emerging class of experimental technologies that allow for profiling gene expression in tissue samples at or near single-cell resolution while retaining the spatial location of each sequencing unit within the tissue sample. Through analyzing HST data, we seek to identify sub-populations within a tissue sample that reflect distinct cell types or states. Existing methods either ignore the spatial heterogeneity in gene expression profiles, fail to account for important statistical features such as skewness, or are heuristic network-based clustering methods that lack the inferential benefits of statistical modeling. To address this gap, we develop SPRUCE: a Bayesian spatial multivariate finite mixture model based on multivariate skew-normal distributions, which is capable of identifying distinct cellular sub-populations in HST data. We further implement a novel combination of Pólya–Gamma data augmentation and spatial random effects to infer spatially correlated mixture component membership probabilities without relying on approximate inference techniques. Via a simulation study, we demonstrate the detrimental inferential effects of ignoring skewness or spatial correlation in HST data. Using publicly available human brain HST data, SPRUCE outperforms existing methods in recovering expertly annotated brain layers. Finally, our application of SPRUCE to human breast cancer HST data indicates that SPRUCE can distinguish distinct cell populations within the tumor microenvironment.</jats:p>",spatial_omics,"cell_type_annotation, spatial_reconstruction","scRNA-seq, Spatial"
crossref_10.32614_cran.package.stihc,stIHC: Spatial Transcriptomics Iterative Hierarchical Clustering,Higgins Catherine; Li Jingyi Jessica; Carey Michelle,2026,CRAN: Contributed Packages,10.32614/cran.package.stihc,,https://doi.org/10.32614/cran.package.stihc,Crossref,,spatial_omics,spatial_reconstruction,unspecified
crossref_10.21203_rs.3.rs-9376197_v1,"Integrative analysis of scRNA-seq, spatial transcriptomics, and machine learning constructs a prognostic model for Pyrotinib resistance in breast cancer",Gou Qiheng; Xia Xueming; Xie Yuxin,2026,,10.21203/rs.3.rs-9376197/v1,,https://doi.org/10.21203/rs.3.rs-9376197/v1,Crossref,"<title>Abstract</title>
                <p>Pyrotinib resistance remains a major challenge in the treatment of breast cancer (BRCA), highlighting the need for reliable biomarkers and prognostic models. This study aimed to identify Pyrotinib resistance-related biomarkers and explore their regulatory mechanisms and therapeutic potential. We integrated single-cell RNA sequencing (scRNA-seq) of Pyrotinib-resistant SKBR3 cells, spatial transcriptomics (GSE243275), and bulk RNA-seq (TCGA-BRCA, GSE20685, GSE86374). Differential expression analysis, weighted gene co-expression network analysis (WGCNA), and 10 machine learning algorithms were used to screen candidate genes and construct a prognostic model. Functional enrichment, regulatory network analysis, molecular docking, cell communication, pseudotime trajectory analyses and in vitro experiment were performed for validation. A total of 740 Pyrotinib resistance-related genes and 39 candidate genes were identified. The StepCox [forward] + Ridge model, consisting of HMGB3, TFPI, ACTG2, and JCHAIN, exhibited robust prognostic performance (C-index: 0.61–0.65; AUC ≥ 0.6 across datasets), with high-risk patients showing poorer survival. These genes were validated at the mRNA and protein levels, participated in immune-related pathways, and had distinct chromosomal/subcellular localizations. ABT-737 was identified as a potential targeted drug via molecular docking. Spatial transcriptomics revealed fibroblast-centered cell communication and dynamic biomarker expression during malignant progression. Lastly, JCHAIN, HMGB3, ACTG2, and TFPI were significantly upregulated at both mRNA and protein levels in Pyrotinib-resistant BRCA cells compared with parental control cells. The four-gene model serves as a reliable prognostic tool for Pyrotinib response and BRCA outcomes, providing novel insights into resistance mechanisms and precision therapy strategies.</p>",graph_neural_network,"perturbation_prediction, biomarker_discovery, spatial_reconstruction, trajectory_inference, multimodal_integration","scRNA-seq, Protein/CITE-seq, Spatial"
crossref_10.1186_s13059-024-03441-1,SMART: spatial transcriptomics deconvolution using marker-gene-assisted topic model,Yang Chen Xi; Sin Don D.; Ng Raymond T.,2024,Genome Biology,10.1186/s13059-024-03441-1,,https://doi.org/10.1186/s13059-024-03441-1,Crossref,"<jats:title>Abstract</jats:title><jats:p>While spatial transcriptomics offer valuable insights into gene expression patterns within the spatial context of tissue, many technologies do not have a single-cell resolution. Here, we present SMART, a marker gene-assisted deconvolution method that simultaneously infers the cell type-specific gene expression profile and the cellular composition at each spot. Using multiple datasets, we show that SMART outperforms the existing methods in realistic settings. It also provides a two-stage approach to enhance its performance on cell subtypes. The covariate model of SMART enables the identification of cell type-specific differentially expressed genes across conditions, elucidating biological changes at a single-cell-type resolution.</jats:p>",spatial_omics,"cell_type_annotation, biomarker_discovery, spatial_reconstruction","scRNA-seq, Spatial"
crossref_10.1101_2024.03.19.585725,Interpretable Spatial Gradient Analysis for Spatial Transcriptomics Data,Liang Qingnan; Solis Soto Luisa; Haymaker Cara; Chen Ken,2024,,10.1101/2024.03.19.585725,,https://doi.org/10.1101/2024.03.19.585725,Crossref,"<jats:title>Abstract</jats:title>
                <jats:p>
                  Cellular anatomy and signaling vary across niches, which can induce gradated gene expressions in subpopulations of cells. Such spatial transcriptomic gradient (STG) makes a significant source of intra-tumor heterogeneity and can influence tumor invasion, progression, and response to treatment. Here we report
                  <jats:italic>Local Spatial Gradient Inference</jats:italic>
                  (LSGI), a computational framework that systematically identifies spatial locations with prominent, interpretable STGs from spatial transcriptomic (ST) data. To achieve so, LSGI scrutinizes each sliding window employing non-negative matrix factorization (NMF) combined with linear regression. With LSGI, we demonstrated the identification of spatially proximal yet opposite directed pathway gradients in a glioblastoma dataset. We further applied LSGI to 87 tumor ST datasets reported from nine published studies and identified both pan-cancer and tumor-type specific pathways with gradated expression patterns, such as epithelial mesenchymal transition, MHC complex, and hypoxia. The local gradients were further categorized according to their association to tumor-TME (tumor microenvironment) interface, highlighting the pathways related to spatial transcriptional intratumoral heterogeneity. We conclude that LSGI enables highly interpretable STG analysis which can reveal novel insights in tumor biology from the increasingly reported tumor ST datasets.
                </jats:p>",spatial_omics,spatial_reconstruction,"scRNA-seq, Spatial"
pmid_41993522,STDrug enables spatially informed personalized drug repurposing from spatial transcriptomics.,Yang Yiwen; Unjitwattana Thatchayut; Zhou Shu; Kadomoto Suguru; Yang Xiaotong,2026,bioRxiv : the preprint server for biology,10.64898/2026.04.03.715101,,https://pubmed.ncbi.nlm.nih.gov/41993522/,PubMed,"Drug repurposing offers a scalable route to accelerate therapeutic discovery, yet existing approaches based on single-cell RNA sequencing (scRNA-seq) often overlook spatial tissue context, limiting their ability to capture microenvironment-dependent drug responses. Here we present  , a spatially informed computational framework that integrates spatial transcriptomics, graph-based modeling, and multimodal learning to enable patient-specific therapeutic prioritization. STDrug identifies and aligns disease and control spatial domains using graph convolutional networks and coherent point drift, and prioritizes candidate drugs through an integrative scoring scheme combining tumor-reversible gene signatures, perturbation-based reversal scores, and knowledge-guided gene weighting within a machine learning framework. By modeling spatial domain interactions alongside predicted drug efficacy and toxicity, STDrug generates robust patient-level drug scores. Across hepatocellular carcinoma and prostate cancer datasets, STDrug outperforms existing single-cell and spatial transcriptomics-based drug repurposing methods, achieving signficantly improved predictive accuracy (AUCs=0.81-0.82) across patients. Validation using large-scale electronic health records and in vitro assays further supports the translational relevance of top-ranked candidates. Taking together, STDrug establishes a generalizable framework for incorporating spatial omics into therapeutic discovery, advancing spatially informed and personalized drug repurposing.",graph_neural_network,"perturbation_prediction, biomarker_discovery, generation, spatial_reconstruction, multimodal_integration","scRNA-seq, Spatial"
pmid_41993521,scMultiPreDICT: A single-cell predictive framework with transcriptomic and epigenetic signatures.,Manful Ewura-Esi; Uzun Yasin,2026,bioRxiv : the preprint server for biology,10.64898/2026.04.08.717080,,https://pubmed.ncbi.nlm.nih.gov/41993521/,PubMed,"Cellular responses to genetic perturbations depend on both transcriptional programs and the epigenetic landscape. While single-cell multiomics technologies enable simultaneous profiling of gene expression and chromatin accessibility, the relative contribution of each regulatory layer to gene expression remains unclear. Existing computational approaches focus on data integration and gene regulatory network inference but do not systematically compare the predictive performance of transcriptional versus epigenetic features on a gene-by-gene basis.We present scMultiPreDICT, a computational framework for comparative predictive modeling of gene expression using single-cell multiomics data. scMultiPreDICT benchmarks RNA-only, ATAC-only and multimodal feature sets across six machine learning models including regression, tree-based learning and deep learning using multiple biological datasets. We show that RNA-derived features generally provide strong predictive power, whereas chromatin accessibility alone yields a modest performance. Surprisingly, multimodal integration does not uniformly improve prediction accuracy; instead, its benefit is gene-specific and context-dependent. Feature importance analysis reveals that transcriptional features dominate for most genes, whereas chromatin accessibility contributes meaningfully for a subset of genes in specific cellular contexts. Overall, the results demonstrate that regulatory layers contribute differently to gene expression. scMultiPreDICT provides a systematic framework for identifying the relative contributions of transcriptional and epigenetic regulation across genes and cellular contexts, guiding the design of targeted perturbation studies and the prioritization of regulatory layers for therapeutic interventions. scMultiPreDICT is implemented in R and available at https://github.com/UzunLab/scMultiPreDICT/.",multimodal_fusion,"perturbation_prediction, biomarker_discovery, batch_correction, multimodal_integration",scATAC-seq
pmid_41985508,Single-Cell Virtual Perturbation Screening Identifies STAT3 as a Key Regulator of Dentinogenesis.,Zhu Yanfei; Xu Hongyuan; Zhang Zijian; Sun Siyuan; Huang Zihan,2026,Cell proliferation,10.1111/cpr.70203,,https://pubmed.ncbi.nlm.nih.gov/41985508/,PubMed,"Dentine formation constitutes a physiological process precisely regulated by signal transduction modules governing odontoblast differentiation and mineralisation. First, by constructing a single-cell transcriptional landscape of odontogenic tissue, we defined EFNB2+ mesenchymal cells as a primary progenitor cluster, marking the origin of the odontogenic lineage. Integrating CellRank-based fate mapping and SCENIC-based regulon specificity analysis, we identified signal transducer and activator of transcription 3 (STAT3) as a pivotal transcriptional regulator of the odontoblast lineage. Subsequently, in silico perturbations using CellOracle predicted that STAT3 ablation disrupted the developmental vector field, redirecting the fate of mesenchymal precursors away from the odontoblast lineage. To substantiate these bioinformatic predictions, functional validation using shRNA-mediated silencing and pharmacological modulation demonstrated that STAT3 was essential for the proliferation and differentiation capacity of dental mesenchymal cells. Furthermore, we generated conditional knockout mice targeting Stat3 in Osterix-expressing odontoblast progenitors, which consequently exhibited significant dentine dysplasia. Mechanistically, RNA-seq and chromatin immunoprecipitation (ChIP) assays revealed that STAT3 directly bound to the WNT2B promoter, transcriptionally activating the Wnt/β-catenin signalling pathway in dental mesenchymal cells. Overexpression of WNT2B partially rescued the odontogenic defects induced by STAT3 inactivation. This 'prediction to verification' study establishes STAT3 as a critical regulator of dentinogenesis and provides potential therapeutic targets for the treatment of dentine developmental disorders and the advancement of dentine regeneration.",perturbation_prediction,"perturbation_prediction, generation, trajectory_inference","scRNA-seq, scATAC-seq"
pmid_41984780,Unveiling gene perturbation effects through gene regulatory networks inference from single-cell transcriptomic data.,Corridori Clelia; Romeike Merrit; Nicoletti Giorgio; Buecker Christa; Suweis Samir,2026,PLoS computational biology,10.1371/journal.pcbi.1014067,,https://pubmed.ncbi.nlm.nih.gov/41984780/,PubMed,"Physiological and pathological processes are governed by networks of genes called gene regulatory networks (GRNs). By reconstructing GRNs, we can accurately model how cells behave in their natural state and predict how genetic changes will affect them. Transcriptomic data of single cells are now available for a wide range of cellular processes in multiple species. Thus, a method building predictive GRNs from single-cell RNA sequencing (scRNA-seq) data, without any additional prior knowledge, could have a great impact on our understanding of biological processes and the genes playing a key role in them. To this aim, we developed IGNITE (Inference of Gene Networks using Inverse kinetic Theory and Experiments), an unsupervised machine learning framework designed to infer directed, weighted, and signed GRNs directly from unperturbed single-cell RNA sequencing data. IGNITE uses the GRNs to generate gene expression data upon single and multiple genetic perturbations. IGNITE is based on the inverse problem for a kinetic Ising model, a model from statistical physics that has been successfully applied to biological networks. We tested IGNITE on two complementary systems of pluripotent stem cells (PSCs): murine PSCs transitioning from the naïve to formative states, and human PSCs differentiating toward definitive endoderm. These datasets differ in species, developmental trajectory, and single-cell technology (10X vs. Fluidigm C1), providing a stringent test of generalizability. Using only unperturbed scRNA-seq data, IGNITE simulated single and multiple gene knockouts (KOs) and produced predictions consistent with independent experimental observations. In mouse PSCs, IGNITE generated wild-type data highly correlated with experiments and accurately predicted the effects of Rbpj, Etv5, and triple KOs, while in human PSCs it correctly predicted differentiation-promoting and differentiation-blocking perturbations, in agreement with published studies. These results demonstrate that IGNITE robustly captures gene interaction logic across species and technologies, enabling robust in silico perturbation analyses directly from scRNA-seq data.",perturbation_prediction,"perturbation_prediction, batch_correction, generation, trajectory_inference",scRNA-seq
pmid_41931589,Modeling Insights into Potential Mechanisms of Opioid-Induced Respiratory Depression within Medullary and Pontine Networks.,Olsen Wendy L; Hayes John A; Shuman Dale; Morris Kendall F; Folimonova Varvara,2026,Journal of neurophysiology,10.1152/jn.00530.2025,,https://pubmed.ncbi.nlm.nih.gov/41931589/,PubMed,"The opioid epidemic is a pervasive health issue and continues to have a drastic impact on the healthcare system. This is primarily because opioids cause respiratory suppression and can lead to respiratory failure. Opioid administration can affect the frequency and magnitude of inspiratory motor drive by activating µ-opioid receptors, located throughout the respiratory control network in the brainstem. However, the precise neural mechanisms that suppress breathing are not fully understood. Previous research suggests opioids affect medullary and pontine inspiratory neuron activity by disrupting upstream elements within this circuit. One possible target for opioid suppression of inspiratory drive is excitatory synapses. Reduced excitability of these synaptic elements may result in disfacilitation and reduced synchrony among inspiratory neurons. Downstream effects of disfacilitation may result in abnormal output from phrenic motoneurons resulting in distressed breathing. We tested the plausibility of this hypothesis with a computational model of the respiratory network by targeting the synaptic excitability in fictive medullary and pontine populations. Synaptic conductances were systematically decreased while monitoring the overall respiratory motor pattern. Additionally, perturbations of the time constant for persistent sodium currents in simulated conditional burster neurons resulted in different respiratory frequencies when they were embedded into the larger respiratory network. This observation supports the existence of unique regulatory features of large networks that are difficult to predict based on single-cell or small-circuit simulations. These simulations suggest that highly selective, rather than generalized, actions of opioids on synapses within the inspiratory network may account for different observed breathing mechanics.",perturbation_prediction,perturbation_prediction,unspecified
